"Redes de ensino inabilitadas à complementação VAAR 2025 pelo não cumprimento de condicionalidades de melhoria de gestão previstas no art. 14, § 1º, incisos I a V, da Lei nº 14.113/2020, ou por não terem alcançado evolução em indicadores de
atendimento e de melhoria da aprendizagem com redução das desigualdades previstos no art. 14, § 2º da Lei nº 14.113/2020",,,
UF,Ente Federado,Código IBGE,Motivo
SP,ANALANDIA,3502002,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ANDRADINA,3502101,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ANGATUBA,3502200,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,ANHEMBI,3502309,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,APARECIDA,3502507,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,APARECIDA DOESTE,3502606,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,ARACARIGUAMA,3502754,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARACATUBA,3502804,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARACOIABA DA SERRA,3502903,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARAMINA,3503000,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARARAQUARA,3503208,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARARAS,3503307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ARCO-IRIS,3503356,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,AREIAS,3503505,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,ARTUR NOGUEIRA,3503802,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,ARUJA,3503901,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ASPASIA,3503950,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,ASSIS,3504008,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ATIBAIA,3504107,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,AURIFLAMA,3504206,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,AVAI,3504305,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,AVANHANDAVA,3504404,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,AVARE,3504503,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BADY BASSITT,3504602,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BALBINOS,3504701,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BALSAMO,3504800,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BANANAL,3504909,"Não cumprimento do disposto no art. 14, § 1º, I e II da Lei nº 14113/2020"
SP,BARAO DE ANTONINA,3505005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BARBOSA,3505104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BARIRI,3505203,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,BARRA DO CHAPEU,3505351,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
SP,BARRA DO TURVO,3505401,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BARRINHA,3505609,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BARUERI,3505708,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BASTOS,3505807,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BAURU,3506003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BEBEDOURO,3506102,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BENTO DE ABREU,3506201,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BERTIOGA,3506359,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BILAC,3506409,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BIRIGUI,3506508,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BIRITIBA MIRIM,3506607,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BOA ESPERANCA DO SUL,3506706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BOCAINA,3506805,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BOFETE,3506904,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BOITUVA,3507001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BOM JESUS DOS PERDOES,3507100,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BOM SUCESSO DE ITARARE,3507159,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,BORA,3507209,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,BORACEIA,3507308,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,BORBOREMA,3507407,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,BOREBI,3507456,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BOTUCATU,3507506,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BRAGANCA PAULISTA,3507605,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BREJO ALEGRE,3507753,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,BROTAS,3507902,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,BURITAMA,3508108,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,BURITIZAL,3508207,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,CABRALIA PAULISTA,3508306,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CABREUVA,3508405,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CACAPAVA,3508504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CACHOEIRA PAULISTA,3508603,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
SP,CACONDE,3508702,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,CAFELANDIA,3508801,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAIABU,3508900,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,CAIEIRAS,3509007,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAIUA,3509106,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,CAJATI,3509254,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAJOBI,3509304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAJURU,3509403,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
SP,CAMPINA DO MONTE ALEGRE,3509452,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,CAMPINAS,3509502,"Não cumprimento do disposto no art. 14, § 1º, II, III e V da Lei nº 14113/2020"
SP,CAMPO LIMPO PAULISTA,3509601,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAMPOS DO JORDAO,3509700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CAMPOS NOVOS PAULISTA,3509809,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CANANEIA,3509908,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CANAS,3509957,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,CANDIDO MOTA,3510005,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,CANDIDO RODRIGUES,3510104,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,CANITAR,3510153,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,CAPAO BONITO,3510203,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CARAGUATATUBA,3510500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CARAPICUIBA,3510609,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CASA BRANCA,3510807,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,CASSIA DOS COQUEIROS,3510906,"Não cumprimento do disposto no art. 14, § 1º, I e II da Lei nº 14113/2020"
SP,CATIGUA,3511201,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CEDRAL,3511300,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
SP,CERQUEIRA CESAR,3511409,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CERQUILHO,3511508,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,CESARIO LANGE,3511607,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,CHAVANTES,3557204,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,CLEMENTINA,3511904,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,COLINA,3512001,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,CONCHAL,3512209,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CONCHAS,3512308,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
SP,CORDEIROPOLIS,3512407,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,COROADOS,3512506,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,CORUMBATAI,3512704,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
SP,COSMOPOLIS,3512803,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,COSMORAMA,3512902,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,COTIA,3513009,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
SP,CRAVINHOS,3513108,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CRISTAIS PAULISTA,3513207,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
SP,CRUZEIRO,3513405,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CUBATAO,3513504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,CUNHA,3513603,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,DESCALVADO,3513702,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,DIADEMA,3513801,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,DIRCE REIS,3513850,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,DIVINOLANDIA,3513900,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,DOIS CORREGOS,3514106,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,DOLCINOPOLIS,3514205,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,DOURADO,3514304,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,DUARTINA,3514502,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,DUMONT,3514601,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,ELISIARIO,3514924,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,EMBAUBA,3514957,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,EMBU,3515004,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,EMBU-GUACU,3515103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ENGENHEIRO COELHO,3515152,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ESTIVA GERBI,3557303,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ESTRELA DOESTE,3515202,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,FARTURA,3515400,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,FERNANDO PRESTES,3515608,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,FERNANDOPOLIS,3515509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,FERRAZ DE VASCONCELOS,3515707,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,FLORA RICA,3515806,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,FLORIDA PAULISTA,3516002,"Não cumprimento do disposto no art. 14, § 1º, III e V da Lei nº 14113/2020"
SP,FRANCA,3516200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,FRANCISCO MORATO,3516309,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,FRANCO DA ROCHA,3516408,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GABRIEL MONTEIRO,3516507,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,GALIA,3516606,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,GAVIAO PEIXOTO,3516853,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,GENERAL SALGADO,3516903,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,GETULINA,3517000,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,GLICERIO,3517109,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUAICARA,3517208,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUAIRA,3517406,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,GUAPIACU,3517505,"Não cumprimento do disposto no art. 14, § 1º, I, II, III e V da Lei nº 14113/2020"
SP,GUAPIARA,3517604,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,GUARA,3517703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUARANI DOESTE,3518008,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,GUARATINGUETA,3518404,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUAREI,3518503,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,GUARIBA,3518602,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,GUARUJA,3518701,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUARULHOS,3518800,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,GUATAPARA,3518859,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
SP,GUZOLANDIA,3518909,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,HERCULANDIA,3519006,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,HOLAMBRA,3519055,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
SP,HORTOLANDIA,3519071,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IARAS,3519253,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
SP,IBATE,3519303,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IBIRA,3519402,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IBIRAREMA,3519501,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,IBITINGA,3519600,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IBIUNA,3519709,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IEPE,3519907,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,IGARAPAVA,3520103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IGARATA,3520202,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,IGUAPE,3520301,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,ILHA SOLTEIRA,3520442,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ILHABELA,3520400,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,INDAIATUBA,3520509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,INDIANA,3520608,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,INDIAPORA,3520707,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,INUBIA PAULISTA,3520806,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IPAUSSU,3520905,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IPERO,3521002,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IPEUNA,3521101,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,IPIGUA,3521150,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,IRACEMAPOLIS,3521408,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAJOBI,3521903,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAJU,3522000,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
SP,ITANHAEM,3522109,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPECERICA DA SERRA,3522208,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPETININGA,3522307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPEVA,3522406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPEVI,3522505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPIRA,3522604,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITAPOLIS,3522703,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
SP,ITAPORANGA,3522802,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
SP,ITAPUI,3522901,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
SP,ITARARE,3523206,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITARIRI,3523305,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITATIBA,3523404,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
SP,ITIRAPINA,3523602,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
