UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
MG,3112901,CAPUTIRA,"9 .090.409,14",-,"4 10.410,93","321.663,21","7 32.074,14","9.822.483,28"
MG,3113008,CARAI,"1 4.767.402,95",-,-,-,-,"14.767.402,95"
MG,3113107,CARANAIBA,"1 .585.203,17",-,-,"1 08.943,76","1 08.943,76","1.694.146,93"
MG,3113206,CARANDAI,"2 3.238.461,54",-,-,-,-,"23.238.461,54"
MG,3113305,CARANGOLA,"1 6.974.709,59",-,"6 61.214,12","471.388,88","1.132.603,00","18.107.312,59"
MG,3113404,CARATINGA,"6 6.531.709,81",-,-,-,-,"66.531.709,81"
MG,3113503,CARBONITA,"7 .614.796,21",-,-,-,-,"7.614.796,21"
MG,3113602,CAREACU,"5 .198.669,02",-,-,"1 75.967,16","1 75.967,16","5.374.636,18"
MG,3113701,CARLOS CHAGAS,"1 5.993.501,50",-,-,-,-,"15.993.501,50"
MG,3113800,CARMESIA,"3 .051.515,28",-,-,"2 13.682,77","2 13.682,77","3.265.198,05"
MG,3113909,CARMO DA CACHOEIRA,"9 .476.228,36",-,-,-,-,"9.476.228,36"
MG,3114006,CARMO DA MATA,"6 .896.310,24",-,-,"2 62.510,13","2 62.510,13","7.158.820,37"
MG,3114105,CARMO DE MINAS,"7 .393.255,08",-,-,-,-,"7.393.255,08"
MG,3114204,CARMO DO CAJURU,"2 0.995.716,65",-,"1 .762.520,75","1.386.904,51","3 .149.425,26","24.145.141,91"
MG,3114303,CARMO DO PARANAIBA,"1 9.897.389,42",-,-,-,-,"19.897.389,42"
MG,3114402,CARMO DO RIO CLARO,"1 4.981.938,74",-,"1 .174.667,10",-,"1 .174.667,10","16.156.605,84"
MG,3114501,CARMOPOLIS DE MINAS,"1 5.294.479,22",-,-,"1 .075.211,75","1 .075.211,75","16.369.690,97"
MG,3114550,CARNEIRINHO,"7 .752.645,74",-,-,-,-,"7.752.645,74"
MG,3114600,CARRANCAS,"2 .967.486,53",-,-,-,-,"2.967.486,53"
MG,3114709,CARVALHOPOLIS,"4 .292.966,05",-,-,-,-,"4.292.966,05"
MG,3114808,CARVALHOS,"2 .730.348,72",-,-,-,-,"2.730.348,72"
MG,3114907,CASA GRANDE,"1 .981.462,94",-,-,"7 8.191,86","7 8.191,86","2.059.654,80"
MG,3115003,CASCALHO RICO,"3 .810.511,11",-,-,-,-,"3.810.511,11"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
MG,3115102,CASSIA,"1 3.686.819,87",-,-,-,-,"13.686.819,87"
MG,3115300,CATAGUASES,"3 6.547.807,37",-,-,"1 .052.313,41","1 .052.313,41","37.600.120,78"
MG,3115359,CATAS ALTAS,"5 .449.268,54",-,-,-,-,"5.449.268,54"
MG,3115409,CATAS ALTAS DA NORUEGA,"1 .366.823,48",-,-,-,-,"1.366.823,48"
MG,3115458,CATUJI,"8 .129.192,46",-,"1 .582.910,59","2 54.269,91","1.837.180,50","9.966.372,96"
MG,3115474,CATUTI,"5 .180.645,16",-,"4 17.297,44","157.049,11","5 74.346,55","5.754.991,71"
MG,3115508,CAXAMBU,"1 2.882.045,05",-,-,"4 54.095,45","4 54.095,45","13.336.140,50"
MG,3115607,CEDRO DO ABAETE,"1 .100.982,66",-,-,"8 5.377,89","8 5.377,89","1.186.360,55"
MG,3115706,CENTRAL DE MINAS,"4 .547.632,02",-,"3 18.920,24","336.002,44","6 54.922,68","5.202.554,70"
MG,3115805,CENTRALINA,"8 .891.839,81",-,"2 3.348,83",-,"2 3.348,83","8.915.188,64"
MG,3115904,CHACARA,"5 .338.187,86",-,-,-,-,"5.338.187,86"
MG,3116001,CHALE,"4 .364.336,59",-,"2 59.383,00","309.168,08","5 68.551,08","4.932.887,67"
MG,3116100,CHAPADA DO NORTE,"8 .773.725,67",-,"2 .048.835,07",-,"2 .048.835,07","10.822.560,74"
MG,3116159,CHAPADA GAUCHA,"1 6.933.602,19",-,"3 .213.071,79","5 32.763,32","3.745.835,11","20.679.437,30"
MG,3116209,CHIADOR,"4 .708.662,06",-,-,-,-,"4.708.662,06"
MG,3116308,CIPOTANEA,"2 .056.291,13",-,-,"7 0.924,82","7 0.924,82","2.127.215,95"
MG,3116407,CLARAVAL,"3 .844.389,21",-,-,-,-,"3.844.389,21"
MG,3116506,CLARO DOS POCOES,"5 .087.561,88",-,-,"3 73.495,16","3 73.495,16","5.461.057,04"
MG,3116605,CLAUDIO,"2 8.981.963,82",-,-,-,-,"28.981.963,82"
MG,3116704,COIMBRA,"5 .062.356,06",-,-,"3 66.638,31","3 66.638,31","5.428.994,37"
MG,3116803,COLUNA,"4 .452.659,52",-,-,-,-,"4.452.659,52"
MG,3116902,COMENDADOR GOMES,"3 .677.788,18",-,-,-,-,"3.677.788,18"
MG,3117009,COMERCINHO,"5 .718.564,67",-,-,-,-,"5.718.564,67"
MG,3117108,CONCEICAO DA APARECIDA,"8 .332.777,74",-,-,"5 98.232,34","5 98.232,34","8.931.010,08"
MG,3115201,CONCEICAO DA BARRA DE MINAS,"2 .129.476,50",-,-,-,-,"2.129.476,50"
MG,3117306,CONCEICAO DAS ALAGOAS,"2 9.734.689,92",-,-,-,-,"29.734.689,92"
MG,3117207,CONCEICAO DAS PEDRAS,"1 .925.478,97",-,-,-,-,"1.925.478,97"
MG,3117405,CONCEICAO DE IPANEMA,"4 .327.250,09",-,-,-,-,"4.327.250,09"
MG,3117504,CONCEICAO DO MATO DENTRO,"1 9.009.533,40",-,-,"1 .329.446,95","1 .329.446,95","20.338.980,35"
MG,3117603,CONCEICAO DO PARA,"3 .007.186,85",-,-,"1 05.651,50","1 05.651,50","3.112.838,35"
MG,3117702,CONCEICAO DO RIO VERDE,"1 0.625.834,60",-,-,"7 70.502,72","7 70.502,72","11.396.337,32"
MG,3117801,CONCEICAO DOS OUROS,"1 0.403.334,53",-,"1 77.773,39",-,"1 77.773,39","10.581.107,92"
MG,3117836,CONEGO MARINHO,"4 .513.120,74",-,-,-,-,"4.513.120,74"
MG,3117876,CONFINS,"8 .605.208,13",-,-,"2 84.586,71","2 84.586,71","8.889.794,84"
MG,3117900,CONGONHAL,"8 .156.636,60",-,-,"5 39.247,57","5 39.247,57","8.695.884,17"
MG,3118007,CONGONHAS,"6 1.151.643,83",-,-,-,-,"61.151.643,83"
MG,3118106,CONGONHAS DO NORTE,"3 .090.570,14",-,-,-,-,"3.090.570,14"
MG,3118205,CONQUISTA,"5 .872.676,33",-,-,-,-,"5.872.676,33"
MG,3118304,CONSELHEIRO LAFAIETE,"9 4.956.336,80",-,-,-,-,"94.956.336,80"
MG,3118403,CONSELHEIRO PENA,"1 5.423.801,97",-,-,-,-,"15.423.801,97"
MG,3118502,CONSOLACAO,"1 .491.871,35",-,-,"4 9.735,67","4 9.735,67","1.541.607,02"
MG,3118601,CONTAGEM,"4 66.578.463,32",-,-,-,-,"466.578.463,32"
MG,3118700,COQUEIRAL,"5 .922.447,67",-,-,"2 21.897,58","2 21.897,58","6.144.345,25"
MG,3118809,CORACAO DE JESUS,"1 4.578.466,55",-,"2 .718.278,80",-,"2 .718.278,80","17.296.745,35"
MG,3118908,CORDISBURGO,"3 .256.425,34",-,-,"2 49.843,36","2 49.843,36","3.506.268,70"
MG,3119005,CORDISLANDIA,"2 .170.918,90",-,-,"1 53.356,44","1 53.356,44","2.324.275,34"
MG,3119104,CORINTO,"1 9.733.622,68",-,-,-,-,"19.733.622,68"
MG,3119203,COROACI,"7 .265.689,88",-,-,"2 67.218,84","2 67.218,84","7.532.908,72"
MG,3119302,COROMANDEL,"1 7.402.726,40",-,"6 61.748,58",-,"6 61.748,58","18.064.474,98"
MG,3119401,CORONEL FABRICIANO,"1 01.039.653,84",-,"2 0.387.211,82","3 .042.736,07","23.429.947,89","124.469.601,73"
MG,3119500,CORONEL MURTA,"9 .416.861,28",-,"7 82.378,84",-,"7 82.378,84","10.199.240,12"
MG,3119609,CORONEL PACHECO,"3 .058.275,74",-,-,-,-,"3.058.275,74"
MG,3119708,CORONEL XAVIER CHAVES,"2 .106.202,93",-,-,"1 65.143,34","1 65.143,34","2.271.346,27"
MG,3119807,CORREGO DANTA,"1 .827.530,76",-,-,-,-,"1.827.530,76"
MG,3119906,CORREGO DO BOM JESUS,"3 .171.957,81",-,-,-,-,"3.171.957,81"
MG,3119955,CORREGO FUNDO,"5 .459.758,79",-,-,"2 04.239,95","2 04.239,95","5.663.998,74"
MG,3120003,CORREGO NOVO,"2 .800.835,83",-,-,-,-,"2.800.835,83"
MG,3120102,COUTO DE MAGALHAES DE MINAS,"3 .774.369,42",-,-,-,-,"3.774.369,42"
MG,3120151,CRISOLITA,"5 .587.363,52",-,-,"1 49.978,89","1 49.978,89","5.737.342,41"
MG,3120201,CRISTAIS,"1 1.760.102,20",-,-,"7 86.952,53","7 86.952,53","12.547.054,73"
MG,3120300,CRISTALIA,"4 .333.450,16",-,-,"3 28.676,53","3 28.676,53","4.662.126,69"
MG,3120409,CRISTIANO OTONI,"4 .524.900,05",-,-,-,-,"4.524.900,05"
MG,3120508,CRISTINA,"8 .435.257,13",-,-,"5 81.756,62","5 81.756,62","9.017.013,75"
MG,3120607,CRUCILANDIA,"3 .597.505,27",-,-,-,-,"3.597.505,27"
MG,3120706,CRUZEIRO DA FORTALEZA,"7 .946.200,95",-,"6 2.663,30",-,"6 2.663,30","8.008.864,25"
MG,3120805,CRUZILIA,"9 .680.963,82",-,-,-,-,"9.680.963,82"
MG,3120839,CUPARAQUE,"3 .734.819,87",-,-,-,-,"3.734.819,87"
MG,3120870,CURRAL DE DENTRO,"7 .605.111,91",-,"1 .305.917,63","5 55.821,38","1.861.739,01","9.466.850,92"
MG,3120904,CURVELO,"5 3.859.828,21",-,-,-,-,"53.859.828,21"
MG,3121001,DATAS,"6 .661.783,29",-,"7 70.904,62","227.194,87","9 98.099,49","7.659.882,78"
MG,3121100,DELFIM MOREIRA,"6 .661.666,82",-,-,-,-,"6.661.666,82"
MG,3121209,DELFINOPOLIS,"6 .036.347,33",-,-,-,-,"6.036.347,33"
MG,3121258,DELTA,"1 6.266.283,60",-,"1 .755.058,18","1.145.069,19","2 .900.127,37","19.166.410,97"
MG,3121308,DESCOBERTO,"3 .960.301,36",-,-,-,-,"3.960.301,36"
MG,3121407,DESTERRO DE ENTRE RIOS,"4 .943.773,69",-,-,-,-,"4.943.773,69"
MG,3121506,DESTERRO DO MELO,"3 .454.012,49",-,-,"1 32.726,54","1 32.726,54","3.586.739,03"
MG,3121605,DIAMANTINA,"2 7.621.729,94",-,-,"1 .787.745,59","1 .787.745,59","29.409.475,53"
MG,3121704,DIOGO DE VASCONCELOS,"3 .494.998,27",-,-,"1 94.520,40","1 94.520,40","3.689.518,67"
MG,3121803,DIONISIO,"4 .018.987,29",-,"3 63.073,30",-,"3 63.073,30","4.382.060,59"
MG,3121902,DIVINESIA,"4 .919.811,98",-,-,"1 48.018,06","1 48.018,06","5.067.830,04"
MG,3122009,DIVINO,"1 3.493.000,51",-,"1 .619.216,00",-,"1 .619.216,00","15.112.216,51"
MG,3122108,DIVINO DAS LARANJEIRAS,"2 .388.165,08",-,-,-,-,"2.388.165,08"
MG,3122207,DIVINOLANDIA DE MINAS,"6 .317.633,65",-,-,-,-,"6.317.633,65"
MG,3122306,DIVINOPOLIS,"1 17.767.731,09",-,-,-,-,"117.767.731,09"
MG,3122355,DIVISA ALEGRE,"8 .092.549,88",-,"3 99.200,38",-,"3 99.200,38","8.491.750,26"
MG,3122405,DIVISA NOVA,"6 .322.146,47",-,"7 41.843,88",-,"7 41.843,88","7.063.990,35"
MG,3122454,DIVISOPOLIS,"6 .250.598,93",-,-,"4 15.170,83","4 15.170,83","6.665.769,76"
MG,3122470,DOM BOSCO,"3 .227.997,19",-,-,"1 00.059,92","1 00.059,92","3.328.057,11"
MG,3122504,DOM CAVATI,"3 .041.886,66",-,-,-,-,"3.041.886,66"
MG,3122603,DOM JOAQUIM,"2 .967.006,22",-,-,"7 7.059,85","7 7.059,85","3.044.066,07"
MG,3122702,DOM SILVERIO,"3 .415.946,58",-,-,"2 63.633,96","2 63.633,96","3.679.580,54"
MG,3122801,DOM VICOSO,"1 .722.834,48",-,-,-,-,"1.722.834,48"
MG,3122900,DONA EUZEBIA,"4 .964.341,25",-,-,-,-,"4.964.341,25"
MG,3123007,DORES DE CAMPOS,"6 .384.217,66",-,-,-,-,"6.384.217,66"
MG,3123106,DORES DE GUANHAES,"4 .475.954,05",-,-,"1 60.684,46","1 60.684,46","4.636.638,51"
MG,3123205,DORES DO INDAIA,"1 0.413.344,41",-,-,-,-,"10.413.344,41"
MG,3123304,DORES DO TURVO,"3 .996.329,09",-,-,"1 33.315,13","1 33.315,13","4.129.644,22"
MG,3123403,DORESOPOLIS,"1 .648.361,99",-,-,-,-,"1.648.361,99"
MG,3123502,DOURADOQUARA,"3 13.015,93",-,-,-,-,"313.015,93"
MG,3123528,DURANDE,"5 .238.164,02",-,-,"1 94.233,96","1 94.233,96","5.432.397,98"
MG,3123601,ELOI MENDES,"2 1.875.374,02",-,"1 2.118,26",-,"1 2.118,26","21.887.492,28"
MG,3123700,ENGENHEIRO CALDAS,"9 .606.010,78",-,-,"2 76.773,62","2 76.773,62","9.882.784,40"
MG,3123809,ENGENHEIRO NAVARRO,"5 .045.958,44",-,-,-,-,"5.045.958,44"
MG,3123858,ENTRE FOLHAS,"4 .746.469,24",-,"1 13.226,58",-,"1 13.226,58","4.859.695,82"
MG,3123908,ENTRE RIOS DE MINAS,"8 .055.511,91",-,-,-,-,"8.055.511,91"
MG,3124005,ERVALIA,"1 6.419.871,04",-,"1 .346.441,82",-,"1 .346.441,82","17.766.312,86"
MG,3124104,ESMERALDAS,"6 7.126.788,24",-,"6 62.394,86",-,"6 62.394,86","67.789.183,10"
MG,3124203,ESPERA FELIZ,"1 8.102.210,87",-,"2 .366.932,34",-,"2 .366.932,34","20.469.143,21"
MG,3124302,ESPINOSA,"2 1.155.745,35",-,"4 .277.769,17","1.363.061,06","5 .640.830,23","26.796.575,58"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
MG,3124401,ESPIRITO SANTO DO DOURADO,"7 .424.728,16",-,"1 .130.148,69","2 51.032,67","1.381.181,36","8.805.909,52"
MG,3124500,ESTIVA,"6 .411.601,14",-,-,-,-,"6.411.601,14"
MG,3124609,ESTRELA DALVA,"1 .764.999,81",-,-,-,-,"1.764.999,81"
MG,3124708,ESTRELA DO INDAIA,"1 .896.960,67",-,-,"1 22.161,66","1 22.161,66","2.019.122,33"
MG,3124807,ESTRELA DO SUL,"4 .759.391,03",-,-,-,-,"4.759.391,03"
MG,3124906,EUGENOPOLIS,"6 .805.458,69",-,-,-,-,"6.805.458,69"
MG,3125002,EWBANK DA CAMARA,"4 .586.235,99",-,-,-,-,"4.586.235,99"
MG,3125101,EXTREMA,"9 2.851.561,96",-,-,-,-,"92.851.561,96"
MG,3125200,FAMA,"1 .948.230,50",-,-,"6 9.747,65","6 9.747,65","2.017.978,15"
MG,3125309,FARIA LEMOS,"3 .325.141,65",-,-,-,-,"3.325.141,65"
MG,3125408,FELICIO DOS SANTOS,"4 .771.503,49",-,-,-,-,"4.771.503,49"
MG,3125606,FELISBURGO,"6 .751.313,44",-,"4 54.597,84","254.858,50","7 09.456,34","7.460.769,78"
MG,3125705,FELIXLANDIA,"1 0.623.350,08",-,-,-,-,"10.623.350,08"
MG,3125804,FERNANDES TOURINHO,"2 .033.575,75",-,-,-,-,"2.033.575,75"
MG,3125903,FERROS,"4 .772.183,03",-,-,-,-,"4.772.183,03"
MG,3125952,FERVEDOURO,"9 .184.660,64",-,-,-,-,"9.184.660,64"
MG,3126000,FLORESTAL,"6 .951.404,64",-,"2 20.894,80","245.441,09","4 66.335,89","7.417.740,53"
MG,3126109,FORMIGA,"4 4.805.432,02",-,-,-,-,"44.805.432,02"
MG,3126208,FORMOSO,"7 .409.116,63",-,-,-,-,"7.409.116,63"
MG,3126307,FORTALEZA DE MINAS,"2 .020.339,91",-,-,"1 40.186,44","1 40.186,44","2.160.526,35"
MG,3126406,FORTUNA DE MINAS,"4 .067.668,66",-,-,-,-,"4.067.668,66"
MG,3126505,FRANCISCO BADARO,"3 .039.137,02",-,-,"1 04.180,03","1 04.180,03","3.143.317,05"
MG,3126604,FRANCISCO DUMONT,"4 .628.448,26",-,-,-,-,"4.628.448,26"
MG,3126703,FRANCISCO SA,"1 5.156.976,57",-,-,"4 57.403,17","4 57.403,17","15.614.379,74"
MG,3126752,FRANCISCOPOLIS,"3 .204.836,29",-,-,"2 23.749,24","2 23.749,24","3.428.585,53"
MG,3126802,FREI GASPAR,"6 .305.666,98",-,-,-,-,"6.305.666,98"
MG,3126901,FREI INOCENCIO,"7 .914.516,61",-,"1 .222.048,56","2 34.299,57","1.456.348,13","9.370.864,74"
MG,3126950,FREI LAGONEGRO,"3 .035.028,57",-,-,-,-,"3.035.028,57"
MG,3127008,FRONTEIRA,"1 2.127.566,87",-,"9 00.939,69","900.084,62","1.801.024,31","13.928.591,18"
MG,3127057,FRONTEIRA DOS VALES,"2 .510.273,39",-,-,-,-,"2.510.273,39"
MG,3127073,FRUTA DE LEITE,"3 .629.276,64",-,-,-,-,"3.629.276,64"
MG,3127107,FRUTAL,"5 0.184.480,36",-,-,-,-,"50.184.480,36"
MG,3127206,FUNILANDIA,"3 .514.939,23",-,-,-,-,"3.514.939,23"
MG,3127305,GALILEIA,"5 .474.375,44",-,-,-,-,"5.474.375,44"
MG,3127339,GAMELEIRAS,"5 .515.585,80",-,"9 60.233,02","321.086,50","1.281.319,52","6.796.905,32"
MG,3127354,GLAUCILANDIA,"2 .143.230,30",-,-,"7 9.165,05","7 9.165,05","2.222.395,35"
MG,3127370,GOIABEIRA,"3 .519.454,91",-,-,-,-,"3.519.454,91"
MG,3127388,GOIANA,"2 .627.027,86",-,-,"1 02.414,27","1 02.414,27","2.729.442,13"
MG,3127404,GONCALVES,"3 .774.825,78",-,-,"2 53.280,37","2 53.280,37","4.028.106,15"
MG,3127503,GONZAGA,"4 .380.596,30",-,-,"3 16.498,81","3 16.498,81","4.697.095,11"
MG,3127602,GOUVEIA,"9 .314.654,32",-,"2 28.901,33",-,"2 28.901,33","9.543.555,65"
MG,3127701,GOVERNADOR VALADARES,"1 90.350.779,79",-,-,-,-,"190.350.779,79"
MG,3127800,GRAO MOGOL,"1 3.950.933,43",-,"8 16.296,32","853.357,31","1.669.653,63","15.620.587,06"
MG,3127909,GRUPIARA,"4 57.361,88",-,-,-,-,"457.361,88"
MG,3128006,GUANHAES,"1 8.990.598,94",-,-,"6 06.362,22","6 06.362,22","19.596.961,16"
MG,3128105,GUAPE,"1 2.341.860,49",-,"6 63.485,77","860.024,42","1.523.510,19","13.865.370,68"
MG,3128204,GUARACIABA,"3 .430.089,89",-,-,-,-,"3.430.089,89"
MG,3128253,GUARACIAMA,"3 .996.998,90",-,-,-,-,"3.996.998,90"
MG,3128303,GUARANESIA,"1 7.179.369,16",-,"3 .190.999,44",-,"3 .190.999,44","20.370.368,60"
MG,3128402,GUARANI,"6 .529.933,86",-,-,-,-,"6.529.933,86"
MG,3128501,GUARARA,"4 .922.443,06",-,-,-,-,"4.922.443,06"
MG,3128600,GUARDA-MOR,"6 .066.780,97",-,-,-,-,"6.066.780,97"
MG,3128709,GUAXUPE,"3 6.426.222,94",-,-,-,-,"36.426.222,94"
MG,3128808,GUIDOVAL,"5 .375.899,38",-,"6 40.726,90",-,"6 40.726,90","6.016.626,28"
MG,3128907,GUIMARANIA,"7 .625.068,84",-,"5 1.481,21","2 84.582,17","3 36.063,38","7.961.132,22"
MG,3129004,GUIRICEMA,"3 .724.478,04",-,-,-,-,"3.724.478,04"
MG,3129103,GURINHATA,"3 .176.835,87",-,-,-,-,"3.176.835,87"
MG,3129202,HELIODORA,"4 .925.424,79",-,-,-,-,"4.925.424,79"
MG,3129301,IAPU,"7 .264.862,09",-,-,"5 10.813,27","5 10.813,27","7.775.675,36"
MG,3129400,IBERTIOGA,"3 .952.255,92",-,-,"1 48.029,82","1 48.029,82","4.100.285,74"
MG,3129509,IBIA,"1 7.602.444,49",-,-,-,-,"17.602.444,49"
MG,3129608,IBIAI,"5 .442.781,23",-,-,"3 97.354,85","3 97.354,85","5.840.136,08"
MG,3129657,IBIRACATU,"5 .516.487,27",-,"6 02.380,31","181.328,57","7 83.708,88","6.300.196,15"
MG,3129707,IBIRACI,"9 .139.343,95",-,-,-,-,"9.139.343,95"
MG,3129806,IBIRITE,"1 25.843.253,37",-,-,-,-,"125.843.253,37"
MG,3129905,IBITIURA DE MINAS,"2 .766.752,70",-,-,-,-,"2.766.752,70"
MG,3130002,IBITURUNA,"2 .383.719,20",-,-,-,-,"2.383.719,20"
MG,3130051,ICARAI DE MINAS,"6 .608.469,15",-,-,-,-,"6.608.469,15"
MG,3130101,IGARAPE,"4 1.569.622,28",-,-,-,-,"41.569.622,28"
MG,3130200,IGARATINGA,"9 .193.874,85",-,"1 5.894,14",-,"1 5.894,14","9.209.768,99"
MG,3130309,IGUATAMA,"4 .072.205,72",-,-,-,-,"4.072.205,72"
MG,3130408,IJACI,"5 .265.171,49",-,-,"3 96.817,82","3 96.817,82","5.661.989,31"
MG,3130507,ILICINEA,"1 0.959.202,98",-,-,"7 67.762,16","7 67.762,16","11.726.965,14"
MG,3130556,IMBE DE MINAS,"5 .520.843,37",-,"2 31.574,33","378.067,51","6 09.641,84","6.130.485,21"
MG,3130606,INCONFIDENTES,"4 .711.526,38",-,-,"3 23.285,67","3 23.285,67","5.034.812,05"
MG,3130655,INDAIABIRA,"6 .438.214,72",-,"4 37.810,34","397.968,49","8 35.778,83","7.273.993,55"
MG,3130705,INDIANOPOLIS,"9 .492.682,84",-,-,-,-,"9.492.682,84"
MG,3130804,INGAI,"2 .185.939,72",-,-,-,-,"2.185.939,72"
MG,3130903,INHAPIM,"1 6.404.425,63",-,-,-,-,"16.404.425,63"
MG,3131000,INHAUMA,"4 .856.576,16",-,-,-,-,"4.856.576,16"
MG,3131109,INIMUTABA,"5 .147.447,75",-,-,"3 82.120,14","3 82.120,14","5.529.567,89"
MG,3131158,IPABA,"1 3.061.630,98",-,"4 88.723,41","966.020,52","1.454.743,93","14.516.374,91"
MG,3131208,IPANEMA,"2 2.438.922,56",-,"5 .215.806,37","1.488.563,68","6 .704.370,05","29.143.292,61"
MG,3131307,IPATINGA,"1 93.081.450,10",-,-,-,-,"193.081.450,10"
MG,3131406,IPIACU,"5 .075.729,21",-,-,"3 64.765,78","3 64.765,78","5.440.494,99"
MG,3131505,IPUIUNA,"6 .738.889,55",-,-,-,-,"6.738.889,55"
MG,3131604,IRAI DE MINAS,"6 .027.394,71",-,-,-,-,"6.027.394,71"
MG,3131703,ITABIRA,"7 7.537.048,49",-,-,-,-,"77.537.048,49"
MG,3131802,ITABIRINHA,"7 .563.305,48",-,"1 90.234,81","257.637,10","4 47.871,91","8.011.177,39"
MG,3131901,ITABIRITO,"6 4.237.886,61",-,-,-,-,"64.237.886,61"
MG,3132008,ITACAMBIRA,"2 .388.592,10",-,-,-,-,"2.388.592,10"
MG,3132107,ITACARAMBI,"2 2.560.254,51",-,"1 .456.049,62","6 86.569,34","2.142.618,96","24.702.873,47"
MG,3132206,ITAGUARA,"9 .630.140,07",-,-,-,-,"9.630.140,07"
MG,3132305,ITAIPE,"1 0.962.953,96",-,-,-,-,"10.962.953,96"
MG,3132404,ITAJUBA,"5 9.366.871,65",-,-,-,-,"59.366.871,65"
MG,3132503,ITAMARANDIBA,"3 1.804.742,99",-,"5 .132.822,31",-,"5 .132.822,31","36.937.565,30"
MG,3132602,ITAMARATI DE MINAS,"5 .006.080,28",-,-,-,-,"5.006.080,28"
MG,3132701,ITAMBACURI,"1 7.745.869,69",-,"3 .110.874,22",-,"3 .110.874,22","20.856.743,91"
MG,3132800,ITAMBE DO MATO DENTRO,"1 .054.134,16",-,-,-,-,"1.054.134,16"
MG,3132909,ITAMOGI,"9 .120.173,62",-,"7 9.358,98",-,"7 9.358,98","9.199.532,60"
MG,3133006,ITAMONTE,"8 .223.854,43",-,-,-,-,"8.223.854,43"
MG,3133105,ITANHANDU,"8 .955.159,20",-,-,"6 31.896,85","6 31.896,85","9.587.056,05"
MG,3133204,ITANHOMI,"8 .310.452,37",-,-,"2 33.111,98","2 33.111,98","8.543.564,35"
MG,3133303,ITAOBIM,"1 5.786.213,81",-,"8 84.701,48",-,"8 84.701,48","16.670.915,29"
MG,3133402,ITAPAGIPE,"1 0.266.485,51",-,-,"3 66.583,40","3 66.583,40","10.633.068,91"
MG,3133501,ITAPECERICA,"6 .402.282,85",-,-,"4 60.097,94","4 60.097,94","6.862.380,79"
MG,3133600,ITAPEVA,"1 9.511.338,97",-,"6 .493.144,65",-,"6 .493.144,65","26.004.483,62"
MG,3133709,ITATIAIUCU,"1 8.850.353,30",-,-,-,-,"18.850.353,30"
MG,3133758,ITAU DE MINAS,"1 3.574.687,82",-,-,-,-,"13.574.687,82"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
MG,3133808,ITAUNA,"5 5.298.119,70",-,"5 .459.103,89",-,"5 .459.103,89","60.757.223,59"
MG,3133907,ITAVERAVA,"2 .322.153,02",-,-,"8 0.636,52","8 0.636,52","2.402.789,54"
MG,3134004,ITINGA,"1 0.307.965,44",-,-,-,-,"10.307.965,44"
MG,3134103,ITUETA,"5 .368.712,85",-,-,-,-,"5.368.712,85"
MG,3134202,ITUIUTABA,"7 7.419.711,45",-,-,-,-,"77.419.711,45"
MG,3134301,ITUMIRIM,"2 .581.708,16",-,-,"1 98.496,00","1 98.496,00","2.780.204,16"
MG,3134400,ITURAMA,"3 2.484.764,84",-,-,-,-,"32.484.764,84"
MG,3134509,ITUTINGA,"3 .245.731,37",-,-,-,-,"3.245.731,37"
MG,3134608,JABOTICATUBAS,"1 2.542.386,70",-,-,-,-,"12.542.386,70"
MG,3134707,JACINTO,"7 .367.790,56",-,-,-,-,"7.367.790,56"
MG,3134806,JACUI,"4 .811.407,46",-,-,"3 76.809,05","3 76.809,05","5.188.216,51"
MG,3134905,JACUTINGA,"3 5.238.225,58",-,"3 .652.406,18",-,"3 .652.406,18","38.890.631,76"
MG,3135001,JAGUARACU,"3 .426.666,24",-,-,"2 11.209,84","2 11.209,84","3.637.876,08"
MG,3135050,JAIBA,"2 6.907.351,68",-,-,-,-,"26.907.351,68"
MG,3135076,JAMPRUCA,"2 .886.110,28",-,-,-,-,"2.886.110,28"
MG,3135100,JANAUBA,"5 1.889.036,08",-,"3 .968.846,40",-,"3 .968.846,40","55.857.882,48"
MG,3135209,JANUARIA,"4 3.312.612,60",-,"8 .455.302,76",-,"8 .455.302,76","51.767.915,36"
MG,3135308,JAPARAIBA,"4 .814.593,16",-,-,-,-,"4.814.593,16"
MG,3135357,JAPONVAR,"7 .910.408,17",-,"8 96.488,76","268.309,02","1.164.797,78","9.075.205,95"
MG,3135407,JECEABA,"7 .427.846,86",-,-,"2 77.813,42","2 77.813,42","7.705.660,28"
MG,3135456,JENIPAPO DE MINAS,"3 .278.434,86",-,-,-,-,"3.278.434,86"
MG,3135506,JEQUERI,"8 .334.039,85",-,-,-,-,"8.334.039,85"
